Time of Scrape,Player Name,Team,Position,Game Start Date,Opponent,Strikeout Predictions
2023-06-30 09:15:52,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.0
2023-06-30 09:15:52,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 09:15:52,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 09:15:53,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 09:15:53,Alec Marsh,KC,P,"Jun 30, 2023",LAD,4.0
2023-06-30 09:15:53,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 09:15:53,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 09:15:53,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.5
2023-06-30 09:15:53,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 09:15:54,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 09:15:54,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 09:15:54,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 09:15:54,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 09:15:54,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 09:15:54,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 09:16:34,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 09:16:34,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 09:16:34,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 09:16:34,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 09:16:34,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 09:16:34,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 09:16:34,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 09:16:34,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 09:16:34,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 09:16:34,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,4.5
2023-06-30 09:16:35,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 09:16:35,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 09:16:35,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 09:16:35,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.0
2023-06-30 09:16:35,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 09:16:35,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 09:16:35,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 09:16:36,Alec Marsh,KC,P,"Jun 30, 2023",LAD,4.0
2023-06-30 09:16:36,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 09:16:36,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 09:16:36,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.5
2023-06-30 09:16:36,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 09:16:36,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 09:16:36,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 09:16:36,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 09:16:36,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 09:16:37,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 09:16:37,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 10:16:47,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 10:16:47,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 10:16:47,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 10:16:48,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 10:16:48,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 10:16:48,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 10:16:48,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 10:16:49,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 10:16:49,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 10:16:49,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,4.5
2023-06-30 10:16:49,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 10:16:49,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 10:16:49,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 10:16:50,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.0
2023-06-30 10:16:50,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 10:16:50,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 10:16:50,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 10:16:50,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 10:16:50,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 10:16:51,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 10:16:51,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.5
2023-06-30 10:16:51,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 10:16:51,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 10:16:52,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 10:16:52,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 10:16:52,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 10:16:52,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 10:16:52,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 10:17:33,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 10:17:33,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 10:17:34,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 10:17:34,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 10:17:34,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 10:17:34,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 10:17:34,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 10:17:34,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 10:17:34,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 10:17:34,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,4.5
2023-06-30 10:17:34,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 10:17:34,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 10:17:35,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 10:17:35,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.0
2023-06-30 10:17:35,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 10:17:35,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 10:17:35,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 10:17:35,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 10:17:35,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 10:17:35,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 10:17:36,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.5
2023-06-30 10:17:36,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 10:17:36,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 10:17:36,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 10:17:36,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 10:17:36,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 10:17:36,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 10:17:36,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 11:17:48,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 11:17:48,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 11:17:48,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 11:17:48,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 11:17:48,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 11:17:49,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 11:17:49,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 11:17:49,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 11:17:49,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 11:17:49,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,5.0
2023-06-30 11:17:49,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 11:17:50,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 11:17:50,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 11:17:50,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.5
2023-06-30 11:17:50,Michael Soroka,ATL,P,"Jun 30, 2023",MIA,3.5
2023-06-30 11:17:51,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,2.5
2023-06-30 11:17:51,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 11:17:51,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 11:17:51,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 11:17:52,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 11:17:52,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 11:17:52,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.0
2023-06-30 11:17:52,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 11:17:52,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 11:17:52,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 11:17:53,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 11:17:53,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 11:17:53,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 11:17:54,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 11:18:30,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 11:18:30,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 11:18:30,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 11:18:30,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 11:18:31,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 11:18:31,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 11:18:31,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 11:18:31,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 11:18:31,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 11:18:31,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,5.0
2023-06-30 11:18:31,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 11:18:31,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 11:18:31,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 11:18:31,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.5
2023-06-30 11:18:32,Michael Soroka,ATL,P,"Jun 30, 2023",MIA,3.5
2023-06-30 11:18:32,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,2.5
2023-06-30 11:18:32,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 11:18:32,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 11:18:32,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 11:18:32,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 11:18:32,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 11:18:33,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.0
2023-06-30 11:18:33,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 11:18:33,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 11:18:33,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 11:18:33,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 11:18:33,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 11:18:33,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 11:18:33,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 12:00:38,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 12:00:38,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 12:00:38,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 12:00:39,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 12:00:39,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 12:00:39,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 12:00:39,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 12:00:39,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 12:00:39,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 12:00:39,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,5.0
2023-06-30 12:00:39,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 12:00:39,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 12:00:39,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 12:00:40,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.0
2023-06-30 12:00:40,Michael Soroka,ATL,P,"Jun 30, 2023",MIA,3.5
2023-06-30 12:00:40,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 12:00:40,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 12:00:40,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 12:00:40,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 12:00:40,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 12:00:40,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 12:00:41,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.0
2023-06-30 12:00:41,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 12:00:41,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 12:00:41,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 12:00:41,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 12:00:41,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 12:00:41,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 12:00:41,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 12:19:30,Justin Steele,CHC,P,"Jun 30, 2023",CLE,4.0
2023-06-30 12:19:30,Cal Quantrill,CLE,P,"Jun 30, 2023",CHC,3.0
2023-06-30 12:19:31,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 12:19:31,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,3.5
2023-06-30 12:19:31,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 12:19:31,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,4.5
2023-06-30 12:19:31,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 12:19:31,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 12:19:31,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 12:19:32,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,5.0
2023-06-30 12:19:32,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 12:19:32,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 12:19:32,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 12:19:32,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.0
2023-06-30 12:19:32,Michael Soroka,ATL,P,"Jun 30, 2023",MIA,3.5
2023-06-30 12:19:32,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 12:19:32,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 12:19:32,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 12:19:32,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 12:19:33,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 12:19:33,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 12:19:33,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.5
2023-06-30 12:19:33,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 12:19:33,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 12:19:33,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 12:19:33,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 12:19:34,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 12:19:34,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 12:19:34,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 14:22:57,Seth Lugo,SD,P,"Jun 30, 2023",CIN,4.5
2023-06-30 14:22:57,Graham Ashcraft,CIN,P,"Jun 30, 2023",SD,4.0
2023-06-30 14:22:57,Cristopher Sánchez,PHI,P,"Jun 30, 2023",WSH,4.0
2023-06-30 14:22:58,Josiah Gray,WSH,P,"Jun 30, 2023",PHI,5.0
2023-06-30 14:22:58,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 14:22:58,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-06-30 14:22:58,Freddy Peralta,MIL,P,"Jun 30, 2023",PIT,6.0
2023-06-30 14:22:58,Osvaldo Bido,PIT,P,"Jun 30, 2023",MIL,5.0
2023-06-30 14:22:58,James Paxton,BOS,P,"Jun 30, 2023",TOR,5.5
2023-06-30 14:22:58,José Berríos,TOR,P,"Jun 30, 2023",BOS,5.0
2023-06-30 14:22:58,Carlos Carrasco,NYM,P,"Jun 30, 2023",SF,4.5
2023-06-30 14:22:59,Alex Cobb,SF,P,"Jun 30, 2023",NYM,4.5
2023-06-30 14:22:59,Michael Soroka,ATL,P,"Jun 30, 2023",MIA,4.0
2023-06-30 14:22:59,Bryan Hoeing,MIA,P,"Jun 30, 2023",ATL,3.0
2023-06-30 14:22:59,Jon Gray,TEX,P,"Jun 30, 2023",HOU,5.5
2023-06-30 14:22:59,Ronel Blanco,HOU,P,"Jun 30, 2023",TEX,5.0
2023-06-30 14:22:59,Alec Marsh,KC,P,"Jun 30, 2023",LAD,3.5
2023-06-30 14:22:59,Bobby Miller,LAD,P,"Jun 30, 2023",KC,5.0
2023-06-30 14:22:59,Austin Gomber,COL,P,"Jun 30, 2023",DET,4.0
2023-06-30 14:22:59,Michael Lorenzen,DET,P,"Jun 30, 2023",COL,4.0
2023-06-30 14:23:00,Luis Severino,NYY,P,"Jun 30, 2023",STL,5.0
2023-06-30 14:23:00,Matthew Liberatore,STL,P,"Jun 30, 2023",NYY,3.5
2023-06-30 14:23:00,Griffin Canning,LAA,P,"Jun 30, 2023",ARI,5.0
2023-06-30 14:23:00,Tommy Henry,ARI,P,"Jun 30, 2023",LAA,4.0
2023-06-30 14:23:00,Luis Medina,OAK,P,"Jun 30, 2023",CWS,4.5
2023-06-30 14:23:00,Bryce Miller,SEA,P,"Jun 30, 2023",TB,5.0
2023-06-30 14:23:00,Shane McClanahan,TB,P,"Jun 30, 2023",SEA,7.0
2023-06-30 17:36:43,Dean Kremer,BAL,P,"Jun 30, 2023",MIN,6.0
2023-06-30 17:36:43,Pablo López,MIN,P,"Jun 30, 2023",BAL,6.0
2023-07-01 01:27:25,Kutter Crawford,BOS,P,"Jul 01, 2023",TOR,3.5
2023-07-01 01:27:25,Yusei Kikuchi,TOR,P,"Jul 01, 2023",BOS,5.5
2023-07-01 01:27:25,Kyle Bradish,BAL,P,"Jul 01, 2023",MIN,6.0
2023-07-01 01:27:25,Justin Verlander,NYM,P,"Jul 01, 2023",SF,6.5
2023-07-01 01:27:25,Tyler Glasnow,TB,P,"Jul 01, 2023",SEA,8.0
2023-07-01 01:27:26,Marcus Stroman,CHC,P,"Jul 01, 2023",CLE,4.0
2023-07-01 01:27:26,Tanner Bibee,CLE,P,"Jul 01, 2023",CHC,4.5
2023-07-01 01:49:34,Kutter Crawford,BOS,P,"Jul 01, 2023",TOR,3.5
2023-07-01 01:49:34,Yusei Kikuchi,TOR,P,"Jul 01, 2023",BOS,5.5
2023-07-01 01:49:34,Kyle Bradish,BAL,P,"Jul 01, 2023",MIN,6.0
2023-07-01 01:49:35,Justin Verlander,NYM,P,"Jul 01, 2023",SF,6.5
2023-07-01 01:49:35,Tyler Glasnow,TB,P,"Jul 01, 2023",SEA,8.0
2023-07-01 01:49:35,Marcus Stroman,CHC,P,"Jul 01, 2023",CLE,4.0
2023-07-01 01:49:35,Tanner Bibee,CLE,P,"Jul 01, 2023",CHC,4.5
2023-07-01 02:28:06,Kutter Crawford,BOS,P,"Jul 01, 2023",TOR,3.5
2023-07-01 02:28:06,Yusei Kikuchi,TOR,P,"Jul 01, 2023",BOS,5.5
2023-07-01 02:28:06,Kyle Bradish,BAL,P,"Jul 01, 2023",MIN,6.0
2023-07-01 02:28:06,Justin Verlander,NYM,P,"Jul 01, 2023",SF,6.5
2023-07-01 02:28:06,Tyler Glasnow,TB,P,"Jul 01, 2023",SEA,8.0
2023-07-01 02:28:07,Marcus Stroman,CHC,P,"Jul 01, 2023",CLE,4.0
2023-07-01 02:28:07,Tanner Bibee,CLE,P,"Jul 01, 2023",CHC,4.5
2023-07-01 02:50:18,Kutter Crawford,BOS,P,"Jul 01, 2023",TOR,3.5
2023-07-01 02:50:18,Yusei Kikuchi,TOR,P,"Jul 01, 2023",BOS,5.5
2023-07-01 02:50:18,Kyle Bradish,BAL,P,"Jul 01, 2023",MIN,6.0
2023-07-01 02:50:18,Justin Verlander,NYM,P,"Jul 01, 2023",SF,6.5
2023-07-01 02:50:18,Tyler Glasnow,TB,P,"Jul 01, 2023",SEA,8.0
2023-07-01 02:50:18,Marcus Stroman,CHC,P,"Jul 01, 2023",CLE,4.0
2023-07-01 02:50:18,Tanner Bibee,CLE,P,"Jul 01, 2023",CHC,4.5
2023-07-01 03:28:57,Brandon Williamson,CIN,P,"Jul 01, 2023",SD,3.5
2023-07-01 03:28:57,Michael Wacha,SD,P,"Jul 01, 2023",CIN,4.5
2023-07-01 03:28:57,Kutter Crawford,BOS,P,"Jul 01, 2023",TOR,3.5
2023-07-01 03:28:57,Yusei Kikuchi,TOR,P,"Jul 01, 2023",BOS,5.5
2023-07-01 03:28:57,Hunter Brown,HOU,P,"Jul 01, 2023",TEX,6.0
2023-07-01 03:28:57,Nathan Eovaldi,TEX,P,"Jul 01, 2023",HOU,5.0
2023-07-01 03:28:57,Kyle Bradish,BAL,P,"Jul 01, 2023",MIN,6.0
2023-07-01 03:28:57,MacKenzie Gore,WSH,P,"Jul 01, 2023",PHI,6.5
2023-07-01 03:28:58,Zack Wheeler,PHI,P,"Jul 01, 2023",WSH,5.0
2023-07-01 03:28:58,Corbin Burnes,MIL,P,"Jul 01, 2023",PIT,6.0
2023-07-01 03:28:58,Johan Oviedo,PIT,P,"Jul 01, 2023",MIL,5.5
2023-07-01 03:28:58,Justin Verlander,NYM,P,"Jul 01, 2023",SF,6.5
2023-07-01 03:28:58,Anthony DeSclafani,SF,P,"Jul 01, 2023",NYM,4.0
2023-07-01 03:28:58,Charlie Morton,ATL,P,"Jul 01, 2023",MIA,6.5
2023-07-01 03:28:58,Eury Pérez,MIA,P,"Jul 01, 2023",ATL,5.0
2023-07-01 03:28:58,Tyler Glasnow,TB,P,"Jul 01, 2023",SEA,8.0
2023-07-01 03:28:58,Marcus Stroman,CHC,P,"Jul 01, 2023",CLE,4.0
2023-07-01 03:28:59,Tanner Bibee,CLE,P,"Jul 01, 2023",CHC,4.5
2023-07-01 03:28:59,Daniel Lynch,KC,P,"Jul 01, 2023",LAD,4.0
2023-07-01 03:28:59,Ryne Nelson,ARI,P,"Jul 01, 2023",LAA,4.5
2023-07-01 03:28:59,Tyler Anderson,LAA,P,"Jul 01, 2023",ARI,5.0
2023-07-01 03:51:00,Brandon Williamson,CIN,P,"Jul 01, 2023",SD,3.5
2023-07-01 03:51:00,Michael Wacha,SD,P,"Jul 01, 2023",CIN,4.5
2023-07-01 03:51:00,Kutter Crawford,BOS,P,"Jul 01, 2023",TOR,3.5
2023-07-01 03:51:01,Yusei Kikuchi,TOR,P,"Jul 01, 2023",BOS,5.5
2023-07-01 03:51:01,Hunter Brown,HOU,P,"Jul 01, 2023",TEX,6.0
2023-07-01 03:51:01,Nathan Eovaldi,TEX,P,"Jul 01, 2023",HOU,5.0
2023-07-01 03:51:01,Kyle Bradish,BAL,P,"Jul 01, 2023",MIN,6.0
2023-07-01 03:51:01,MacKenzie Gore,WSH,P,"Jul 01, 2023",PHI,6.5
2023-07-01 03:51:01,Zack Wheeler,PHI,P,"Jul 01, 2023",WSH,5.0
2023-07-01 03:51:01,Corbin Burnes,MIL,P,"Jul 01, 2023",PIT,6.0
